BillingID,ReservationID,IssueDate,DueDate,TotalAmount,DiscountAmount,TaxAmount,AmountPaid,PaymentDate,PaymentMethod,Status
263,7508,2022-01-24,2022-01-31,1244.43,277.78,133.33,1244.43,2022-01-29,Credit Card,Paid
264,1951,2023-02-27,2023-03-06,3902.61,0.00,418.14,3902.61,2023-02-27,Cash,Paid
265,22455,2022-11-07,2022-11-14,1541.36,0.00,165.15,1541.36,2022-11-07,Credit Card,Paid
266,19201,2020-04-27,2020-05-04,2983.26,0.00,319.63,2983.26,2020-04-28,Corporate Account,Paid
267,24495,2022-10-06,2022-10-13,1321.24,0.00,141.56,1321.24,2022-10-09,Credit Card,Paid
268,20957,2020-01-23,2020-01-30,3311.52,0.00,354.81,3311.52,2020-01-26,Bank Transfer,Paid
269,10943,2021-09-13,2021-09-20,1748.92,82.19,187.38,0.00,,Credit Card,Pending
270,22555,2023-03-17,2023-03-24,2014.42,0.00,215.83,2014.42,2023-03-17,Bank Transfer,Paid
271,4996,2023-08-27,2023-09-03,1230.36,57.82,131.82,1230.36,2023-08-30,Cash,Paid
272,2015,2024-01-20,2024-01-27,1333.96,62.69,142.92,1333.96,2024-01-21,Cash,Paid
273,6861,2023-07-16,2023-07-23,2352.12,0.00,252.01,2352.12,2023-07-16,Credit Card,Paid
274,19875,2020-01-16,2020-01-23,2814.58,0.00,301.56,0.00,,Corporate Account,Pending
275,13283,2025-01-18,2025-01-25,4601.87,0.00,493.06,4601.87,2025-01-20,Credit Card,Paid
276,16596,2022-02-14,2022-02-21,2004.05,0.00,214.72,2004.05,2022-02-15,Cash,Paid
277,5065,2024-07-27,2024-08-03,1900.73,0.00,203.65,1900.73,2024-07-31,Credit Card,Paid
278,13400,2024-02-28,2024-03-06,2243.24,105.42,240.35,2243.24,2024-02-28,Credit Card,Paid
279,8591,2025-08-11,2025-08-18,1248.94,123.90,133.81,0.00,,Bank Transfer,Pending
280,4249,2025-01-21,2025-01-28,1158.97,0.00,124.18,1158.97,2025-01-26,Corporate Account,Paid
281,19521,2021-12-15,2021-12-22,1664.07,0.00,178.29,1664.07,2021-12-19,Cash,Paid
282,5669,2023-12-27,2024-01-03,2124.32,0.00,227.61,2124.32,2023-12-29,Cash,Paid
283,23979,2021-02-16,2021-02-23,3960.35,0.00,424.32,3960.35,2021-02-21,Corporate Account,Paid
284,892,2025-03-27,2025-04-03,4597.59,0.00,492.60,4597.59,2025-03-31,Credit Card,Paid
285,4856,2024-06-12,2024-06-19,2819.38,0.00,302.08,0.00,,Corporate Account,Pending
286,5643,2023-03-16,2023-03-23,1714.41,0.00,183.69,1714.41,2023-03-21,Bank Transfer,Paid
287,7432,2025-08-17,2025-08-24,1413.19,0.00,151.41,1413.19,2025-08-20,Bank Transfer,Paid
288,22309,2020-11-24,2020-12-01,5129.88,0.00,549.63,5129.88,2020-11-24,Credit Card,Paid
289,21049,2025-12-13,2025-12-20,4832.79,0.00,517.80,4832.79,2025-12-15,Bank Transfer,Paid
290,9667,2022-08-15,2022-08-22,2165.98,101.78,232.07,0.00,,Cash,Pending
291,18484,2021-12-27,2022-01-03,776.32,77.02,83.18,776.32,2022-01-01,Credit Card,Paid
292,17152,2021-07-20,2021-07-27,4447.22,0.00,476.49,4447.22,2021-07-24,Corporate Account,Paid
293,19841,2025-03-17,2025-03-24,3623.59,170.28,388.24,3623.59,2025-03-20,Corporate Account,Paid
294,21273,2020-10-08,2020-10-15,2161.00,101.55,231.54,0.00,,Cash,Pending
295,15878,2023-03-03,2023-03-10,1699.79,0.00,182.12,1699.79,2023-03-03,Corporate Account,Paid
296,14157,2023-09-03,2023-09-10,446.62,0.00,47.85,446.62,2023-09-05,Corporate Account,Paid
297,19162,2023-07-04,2023-07-11,6296.87,0.00,674.67,6296.87,2023-07-05,Bank Transfer,Paid
298,11794,2022-03-03,2022-03-10,593.91,0.00,63.63,593.91,2022-03-05,Cash,Paid
299,10972,2025-02-24,2025-03-03,3153.32,148.18,337.86,3153.32,2025-03-01,Corporate Account,Paid
300,3634,2025-05-26,2025-06-02,499.68,78.73,53.54,499.68,2025-05-26,Cash,Paid
301,5666,2021-04-17,2021-04-24,647.88,0.00,69.42,647.88,2021-04-17,Corporate Account,Paid
302,19235,2025-09-11,2025-09-18,6613.39,0.00,708.58,6613.39,2025-09-11,Corporate Account,Paid
303,15683,2022-12-26,2023-01-02,1836.92,0.00,196.81,1836.92,2022-12-26,Credit Card,Paid
304,700,2025-01-20,2025-01-27,2264.74,0.00,242.65,0.00,,Cash,Pending
305,23515,2024-11-12,2024-11-19,2559.61,0.00,274.24,2559.61,2024-11-13,Cash,Paid
306,16038,2023-03-07,2023-03-14,3010.05,0.00,322.51,3010.05,2023-03-08,Bank Transfer,Paid
307,23069,2024-02-03,2024-02-10,360.22,80.41,38.59,0.00,,Corporate Account,Pending
308,16458,2023-05-10,2023-05-17,1433.83,225.92,153.62,1433.83,2023-05-10,Corporate Account,Paid
309,14564,2023-03-01,2023-03-08,1656.49,77.84,177.48,1656.49,2023-03-06,Credit Card,Paid
310,21126,2020-01-24,2020-01-31,2503.52,0.00,268.23,0.00,,Bank Transfer,Pending
311,3861,2024-01-23,2024-01-30,2013.58,0.00,215.74,0.00,,Corporate Account,Pending
312,74,2025-05-03,2025-05-10,347.27,34.45,37.21,347.27,2025-05-07,Bank Transfer,Paid
313,1891,2024-01-04,2024-01-11,1841.99,86.56,197.36,0.00,,Corporate Account,Pending
314,4604,2024-05-09,2024-05-16,2291.92,0.00,245.56,2291.92,2024-05-10,Corporate Account,Paid
315,15434,2023-02-13,2023-02-20,868.35,0.00,93.04,868.35,2023-02-17,Cash,Paid
316,10753,2023-11-27,2023-12-04,2529.91,398.62,271.06,2529.91,2023-11-27,Credit Card,Paid
317,18526,2021-10-06,2021-10-13,1384.08,0.00,148.29,1384.08,2021-10-07,Cash,Paid
318,14428,2022-07-21,2022-07-28,850.94,0.00,91.17,850.94,2022-07-23,Bank Transfer,Paid
319,11749,2025-09-06,2025-09-13,2270.16,0.00,243.23,2270.16,2025-09-07,Corporate Account,Paid
320,20736,2021-12-26,2022-01-02,1100.41,0.00,117.90,1100.41,2021-12-30,Corporate Account,Paid
321,8340,2023-01-12,2023-01-19,1166.75,54.83,125.01,1166.75,2023-01-14,Credit Card,Paid
322,6364,2023-01-01,2023-01-08,1101.35,0.00,118.00,1101.35,2023-01-01,Bank Transfer,Paid
323,12109,2021-04-18,2021-04-25,3482.41,0.00,373.12,3482.41,2021-04-21,Corporate Account,Paid
324,20796,2024-07-09,2024-07-16,1216.25,57.15,130.31,1216.25,2024-07-10,Bank Transfer,Paid
325,5445,2024-11-19,2024-11-26,410.95,19.31,44.03,410.95,2024-11-24,Credit Card,Paid
326,20949,2024-10-02,2024-10-09,2135.44,336.47,228.80,2135.44,2024-10-05,Cash,Paid
327,15606,2023-11-23,2023-11-30,5000.28,234.98,535.74,0.00,,Cash,Overdue
328,18797,2021-09-21,2021-09-28,699.11,0.00,74.90,0.00,,Corporate Account,Overdue
329,24866,2025-03-04,2025-03-11,820.01,0.00,87.86,820.01,2025-03-09,Cash,Paid
330,6601,2020-12-15,2020-12-22,2479.23,0.00,265.63,2479.23,2020-12-16,Corporate Account,Paid
331,20400,2021-09-22,2021-09-29,473.63,22.26,50.75,0.00,,Credit Card,Pending
332,603,2020-09-03,2020-09-10,2649.61,591.43,283.89,2649.61,2020-09-04,Corporate Account,Paid
333,21287,2020-11-01,2020-11-08,2962.07,293.86,317.36,0.00,,Cash,Pending
334,866,2021-03-18,2021-03-25,343.39,16.14,36.79,343.39,2021-03-21,Corporate Account,Paid
335,23586,2025-01-22,2025-01-29,1906.16,0.00,204.23,1906.16,2025-01-22,Credit Card,Paid
336,6537,2020-05-11,2020-05-18,2253.64,223.58,241.46,2253.64,2020-05-12,Bank Transfer,Paid
337,2507,2021-09-16,2021-09-23,3495.88,164.28,374.56,3495.88,2021-09-19,Corporate Account,Paid
338,4753,2025-01-17,2025-01-24,3605.30,0.00,386.28,3605.30,2025-01-18,Cash,Paid
339,3239,2024-06-02,2024-06-09,3915.86,0.00,419.56,3915.86,2024-06-04,Bank Transfer,Paid
340,24927,2023-02-22,2023-03-01,2404.57,0.00,257.63,2404.57,2023-02-23,Credit Card,Paid
341,23259,2020-07-22,2020-07-29,1058.27,0.00,113.39,1058.27,2020-07-26,Credit Card,Paid
342,9118,2020-12-23,2020-12-30,2542.05,0.00,272.36,2542.05,2020-12-25,Corporate Account,Paid
343,18524,2025-12-12,2025-12-19,279.49,13.13,29.95,279.49,2025-12-14,Credit Card,Paid
344,8520,2023-10-08,2023-10-15,2859.87,0.00,306.41,2859.87,2023-10-11,Credit Card,Paid
345,3034,2024-12-02,2024-12-09,2207.27,0.00,236.49,2207.27,2024-12-03,Bank Transfer,Paid
346,20562,2022-02-09,2022-02-16,1275.21,0.00,136.63,1275.21,2022-02-11,Bank Transfer,Paid
347,8949,2021-01-10,2021-01-17,3797.56,178.46,406.88,0.00,,Bank Transfer,Pending
348,8976,2022-11-06,2022-11-13,159.05,25.06,17.04,159.05,2022-11-09,Bank Transfer,Paid
349,11180,2020-02-28,2020-03-06,2972.42,0.00,318.47,0.00,,Cash,Overdue
350,11349,2023-07-22,2023-07-29,3083.06,0.00,330.33,3083.06,2023-07-24,Bank Transfer,Paid
351,886,2025-05-04,2025-05-11,1680.78,264.83,180.08,1680.78,2025-05-05,Cash,Paid
352,56,2021-09-24,2021-10-01,199.40,0.00,21.36,199.40,2021-09-28,Corporate Account,Paid
353,15656,2020-11-07,2020-11-14,2234.68,0.00,239.43,2234.68,2020-11-09,Bank Transfer,Paid
354,18897,2021-04-02,2021-04-09,570.21,26.80,61.09,570.21,2021-04-06,Cash,Paid
355,16828,2021-08-03,2021-08-10,1738.95,81.72,186.32,1738.95,2021-08-03,Cash,Paid
356,18168,2024-09-25,2024-10-02,3764.88,0.00,403.38,3764.88,2024-09-30,Bank Transfer,Paid
357,6075,2021-09-02,2021-09-09,1234.93,0.00,132.31,1234.93,2021-09-02,Cash,Paid
358,15995,2022-08-25,2022-09-01,523.68,0.00,56.11,523.68,2022-08-30,Bank Transfer,Paid
359,10947,2021-09-25,2021-10-02,1435.26,67.45,153.78,1435.26,2021-09-29,Cash,Paid
360,13947,2020-11-05,2020-11-12,2635.62,0.00,282.39,2635.62,2020-11-07,Corporate Account,Paid
361,10892,2025-12-26,2026-01-02,2799.53,441.10,299.95,2799.53,2025-12-30,Credit Card,Paid
362,15305,2023-05-18,2023-05-25,4804.81,0.00,514.80,4804.81,2023-05-23,Corporate Account,Paid
363,12163,2020-08-02,2020-08-09,5022.07,0.00,538.08,5022.07,2020-08-02,Cash,Paid
364,13853,2024-03-02,2024-03-09,455.16,0.00,48.77,455.16,2024-03-03,Credit Card,Paid
365,18350,2021-09-09,2021-09-16,3316.03,0.00,355.29,3316.03,2021-09-14,Cash,Paid
366,10935,2021-12-04,2021-12-11,1907.15,0.00,204.34,1907.15,2021-12-06,Credit Card,Paid
367,22573,2023-08-04,2023-08-11,4594.50,0.00,492.27,4594.50,2023-08-07,Credit Card,Paid
368,16018,2020-03-02,2020-03-09,4515.23,0.00,483.78,4515.23,2020-03-07,Corporate Account,Paid
369,21661,2025-02-20,2025-02-27,1099.76,0.00,117.83,1099.76,2025-02-22,Bank Transfer,Paid
370,11859,2020-04-23,2020-04-30,3229.54,0.00,346.02,3229.54,2020-04-27,Corporate Account,Paid
371,14544,2025-02-17,2025-02-24,1852.21,0.00,198.45,1852.21,2025-02-17,Cash,Paid
372,5721,2025-08-09,2025-08-16,3972.26,0.00,425.60,3972.26,2025-08-09,Credit Card,Paid
373,14163,2024-09-02,2024-09-09,346.28,54.56,37.10,346.28,2024-09-05,Corporate Account,Paid
374,6195,2024-04-03,2024-04-10,1595.96,0.00,171.00,1595.96,2024-04-07,Corporate Account,Paid
375,987,2020-12-22,2020-12-29,2964.06,0.00,317.58,2964.06,2020-12-22,Cash,Paid
376,16303,2025-03-05,2025-03-12,1480.95,0.00,158.67,1480.95,2025-03-05,Corporate Account,Paid
377,5660,2021-11-14,2021-11-21,3502.63,164.60,375.28,3502.63,2021-11-16,Credit Card,Paid
378,17554,2022-10-28,2022-11-04,5370.24,0.00,575.38,5370.24,2022-11-01,Corporate Account,Paid
379,6053,2022-06-27,2022-07-04,2418.34,113.64,259.11,2418.34,2022-07-01,Cash,Paid
380,13460,2022-03-01,2022-03-08,2651.95,0.00,284.14,2651.95,2022-03-05,Credit Card,Paid
381,5663,2023-06-11,2023-06-18,621.45,97.92,66.58,621.45,2023-06-15,Bank Transfer,Paid
382,22708,2021-08-28,2021-09-04,1345.07,0.00,144.11,1345.07,2021-08-31,Cash,Paid
383,707,2024-11-25,2024-12-02,1852.89,0.00,198.52,1852.89,2024-11-27,Bank Transfer,Paid
384,4480,2021-03-12,2021-03-19,5970.62,0.00,639.71,5970.62,2021-03-17,Credit Card,Paid
385,18371,2023-02-12,2023-02-19,2567.00,120.63,275.04,2567.00,2023-02-14,Corporate Account,Paid
386,16646,2022-06-13,2022-06-20,704.34,0.00,75.47,704.34,2022-06-17,Cash,Paid
387,12353,2023-10-17,2023-10-24,4258.60,0.00,456.28,4258.60,2023-10-22,Bank Transfer,Paid
388,21384,2022-09-19,2022-09-26,2566.44,0.00,274.98,2566.44,2022-09-21,Credit Card,Paid
389,7925,2025-01-11,2025-01-18,4078.97,0.00,437.03,4078.97,2025-01-11,Corporate Account,Paid
390,23068,2022-03-25,2022-04-01,1973.37,0.00,211.43,1973.37,2022-03-30,Cash,Paid
391,3700,2023-08-15,2023-08-22,1514.58,0.00,162.28,1514.58,2023-08-18,Bank Transfer,Paid
392,16263,2024-02-27,2024-03-05,1525.67,0.00,163.47,1525.67,2024-03-03,Bank Transfer,Paid
393,17599,2020-07-23,2020-07-30,2780.39,130.66,297.90,2780.39,2020-07-24,Credit Card,Paid
394,14586,2022-11-17,2022-11-24,2223.81,220.62,238.27,2223.81,2022-11-21,Credit Card,Paid
395,19180,2024-11-18,2024-11-25,4824.43,0.00,516.90,4824.43,2024-11-22,Bank Transfer,Paid
396,24590,2021-03-22,2021-03-29,633.01,29.75,67.82,633.01,2021-03-24,Credit Card,Paid
397,5245,2022-08-15,2022-08-22,431.65,0.00,46.25,431.65,2022-08-20,Bank Transfer,Paid
398,19387,2025-05-09,2025-05-16,2828.54,0.00,303.06,2828.54,2025-05-14,Cash,Paid
399,10038,2023-06-03,2023-06-10,3817.50,0.00,409.02,3817.50,2023-06-08,Corporate Account,Paid
400,18754,2025-12-05,2025-12-12,3699.66,173.86,396.39,3699.66,2025-12-05,Corporate Account,Paid
401,15161,2024-07-24,2024-07-31,3090.24,145.22,331.10,3090.24,2024-07-25,Bank Transfer,Paid
402,1715,2023-03-01,2023-03-08,1267.07,0.00,135.76,1267.07,2023-03-01,Cash,Paid
403,17571,2025-12-13,2025-12-20,3245.24,0.00,347.70,3245.24,2025-12-13,Corporate Account,Paid
404,2480,2025-08-03,2025-08-10,2242.13,222.43,240.23,2242.13,2025-08-03,Credit Card,Paid
405,24517,2023-09-07,2023-09-14,2505.14,117.72,268.41,2505.14,2023-09-10,Credit Card,Paid
406,10424,2022-06-24,2022-07-01,2277.16,0.00,243.98,2277.16,2022-06-25,Cash,Paid
407,1555,2024-11-08,2024-11-15,573.41,0.00,61.44,573.41,2024-11-12,Credit Card,Paid
408,8211,2025-08-13,2025-08-20,670.87,0.00,71.88,0.00,,Corporate Account,Pending
409,12749,2024-03-08,2024-03-15,1442.50,0.00,154.55,1442.50,2024-03-13,Corporate Account,Paid
410,10397,2024-06-23,2024-06-30,1285.05,0.00,137.68,1285.05,2024-06-23,Credit Card,Paid
411,14612,2020-11-18,2020-11-25,1399.14,0.00,149.91,1399.14,2020-11-21,Corporate Account,Paid
412,23911,2024-05-20,2024-05-27,1131.43,0.00,121.22,1131.43,2024-05-24,Credit Card,Paid
413,17177,2022-09-26,2022-10-03,6736.17,0.00,721.73,6736.17,2022-09-30,Corporate Account,Paid
414,8875,2024-11-01,2024-11-08,1732.99,0.00,185.68,0.00,,Credit Card,Pending
415,8194,2021-06-07,2021-06-14,1339.62,0.00,143.53,1339.62,2021-06-09,Bank Transfer,Paid
416,22418,2025-09-02,2025-09-09,2601.77,0.00,278.76,2601.77,2025-09-04,Corporate Account,Paid
417,12760,2024-09-12,2024-09-19,2290.79,0.00,245.44,2290.79,2024-09-15,Credit Card,Paid
418,4471,2020-09-24,2020-10-01,1651.76,0.00,176.97,1651.76,2020-09-25,Bank Transfer,Paid
419,14573,2023-09-14,2023-09-21,866.95,86.01,92.89,0.00,,Cash,Pending
420,9782,2021-07-07,2021-07-14,2376.20,111.66,254.59,2376.20,2021-07-11,Cash,Paid
421,3541,2024-09-11,2024-09-18,685.00,0.00,73.39,685.00,2024-09-15,Credit Card,Paid
422,12282,2024-11-18,2024-11-25,1281.33,60.21,137.28,1281.33,2024-11-18,Credit Card,Paid
423,8397,2021-01-04,2021-01-11,1518.75,0.00,162.72,1518.75,2021-01-06,Cash,Paid
424,24802,2025-05-19,2025-05-26,1133.29,0.00,121.42,1133.29,2025-05-23,Credit Card,Paid
425,9880,2021-07-14,2021-07-21,3460.83,0.00,370.80,3460.83,2021-07-17,Credit Card,Paid
426,11011,2024-12-09,2024-12-16,1047.07,0.00,112.19,1047.07,2024-12-12,Bank Transfer,Paid
427,10411,2020-04-22,2020-04-29,4160.00,0.00,445.71,4160.00,2020-04-24,Bank Transfer,Paid
428,3309,2022-02-03,2022-02-10,1381.77,0.00,148.05,1381.77,2022-02-03,Corporate Account,Paid
429,16758,2023-02-17,2023-02-24,948.38,0.00,101.61,948.38,2023-02-21,Credit Card,Paid
430,7978,2023-09-01,2023-09-08,2876.88,0.00,308.24,2876.88,2023-09-01,Credit Card,Paid
431,22654,2020-09-17,2020-09-24,1129.23,0.00,120.99,1129.23,2020-09-22,Cash,Paid
432,7630,2025-09-20,2025-09-27,930.89,0.00,99.74,930.89,2025-09-25,Cash,Paid
433,750,2022-01-02,2022-01-09,1578.26,74.17,169.10,1578.26,2022-01-06,Cash,Paid
434,2317,2020-08-06,2020-08-13,4437.25,0.00,475.42,0.00,,Credit Card,Pending
435,15014,2023-06-13,2023-06-20,1362.26,0.00,145.96,1362.26,2023-06-16,Corporate Account,Paid
436,16241,2022-08-20,2022-08-27,715.37,70.97,76.65,715.37,2022-08-24,Bank Transfer,Paid
437,24706,2025-08-20,2025-08-27,3080.20,0.00,330.02,3080.20,2025-08-21,Credit Card,Paid
438,6770,2025-09-10,2025-09-17,2438.06,0.00,261.22,2438.06,2025-09-12,Cash,Paid
439,20987,2022-11-21,2022-11-28,1532.87,72.03,164.24,1532.87,2022-11-21,Bank Transfer,Paid
440,21435,2022-09-16,2022-09-23,1435.88,0.00,153.84,1435.88,2022-09-20,Corporate Account,Paid
441,935,2022-03-11,2022-03-18,855.99,0.00,91.71,855.99,2022-03-15,Credit Card,Paid
442,14301,2022-09-25,2022-10-02,813.35,0.00,87.14,813.35,2022-09-26,Bank Transfer,Paid
443,9666,2020-04-24,2020-05-01,2864.44,0.00,306.90,2864.44,2020-04-24,Corporate Account,Paid
444,11496,2025-07-27,2025-08-03,4885.26,0.00,523.42,4885.26,2025-07-30,Corporate Account,Paid
445,15185,2020-11-10,2020-11-17,6684.67,0.00,716.21,6684.67,2020-11-13,Cash,Paid
446,6446,2023-12-24,2023-12-31,6586.54,0.00,705.70,6586.54,2023-12-27,Credit Card,Paid
447,813,2024-01-19,2024-01-26,1908.24,89.67,204.45,1908.24,2024-01-19,Credit Card,Paid
448,3898,2020-11-28,2020-12-05,714.23,0.00,76.52,714.23,2020-12-01,Bank Transfer,Paid
449,12861,2025-07-16,2025-07-23,403.11,39.99,43.19,403.11,2025-07-20,Credit Card,Paid
450,15861,2022-10-08,2022-10-15,5195.92,0.00,556.71,5195.92,2022-10-08,Cash,Paid
451,12589,2023-01-15,2023-01-22,1322.77,0.00,141.73,1322.77,2023-01-16,Bank Transfer,Paid
452,8556,2023-12-21,2023-12-28,4606.12,0.00,493.51,4606.12,2023-12-22,Cash,Paid
453,14520,2022-06-12,2022-06-19,5691.13,0.00,609.76,5691.13,2022-06-16,Bank Transfer,Paid
454,9341,2021-08-20,2021-08-27,1507.62,149.57,161.53,1507.62,2021-08-21,Cash,Paid
455,5008,2020-04-24,2020-05-01,2056.27,0.00,220.31,2056.27,2020-04-28,Cash,Paid
456,11729,2022-09-03,2022-09-10,3632.13,0.00,389.16,3632.13,2022-09-04,Cash,Paid
457,24217,2025-02-24,2025-03-03,2865.28,0.00,306.99,2865.28,2025-02-28,Credit Card,Paid
458,14445,2020-12-18,2020-12-25,758.63,35.65,81.28,0.00,,Credit Card,Pending
459,22491,2024-06-26,2024-07-03,2048.91,0.00,219.53,2048.91,2024-07-01,Corporate Account,Paid
460,22699,2022-05-04,2022-05-11,3151.18,0.00,337.63,0.00,,Corporate Account,Pending
461,14435,2025-06-23,2025-06-30,1783.03,0.00,191.04,1783.03,2025-06-24,Bank Transfer,Paid
462,22639,2021-12-19,2021-12-26,614.16,0.00,65.80,614.16,2021-12-20,Credit Card,Paid
463,15668,2023-01-21,2023-01-28,4013.91,632.44,430.06,0.00,,Bank Transfer,Pending
464,21655,2023-02-22,2023-03-01,1317.10,0.00,141.12,0.00,,Credit Card,Overdue
465,11899,2020-01-17,2020-01-24,1627.16,0.00,174.34,1627.16,2020-01-22,Credit Card,Paid
466,2295,2023-04-11,2023-04-18,858.17,0.00,91.95,858.17,2023-04-15,Corporate Account,Paid
467,12557,2020-04-09,2020-04-16,2525.12,118.66,270.55,0.00,,Bank Transfer,Pending
468,22184,2021-03-23,2021-03-30,1503.98,0.00,161.14,1503.98,2021-03-27,Credit Card,Paid
469,5880,2022-11-03,2022-11-10,1366.67,135.58,146.43,1366.67,2022-11-08,Cash,Paid
470,2765,2021-05-12,2021-05-19,2025.45,0.00,217.01,0.00,,Credit Card,Pending
471,4570,2022-05-01,2022-05-08,5269.38,0.00,564.58,0.00,,Bank Transfer,Pending
472,21681,2021-06-19,2021-06-26,1401.07,220.76,150.11,1401.07,2021-06-20,Credit Card,Paid
473,6532,2020-02-26,2020-03-04,4731.73,0.00,506.97,4731.73,2020-03-01,Credit Card,Paid
474,1901,2023-02-07,2023-02-14,2935.85,0.00,314.56,2935.85,2023-02-09,Bank Transfer,Paid
475,3335,2022-02-08,2022-02-15,3851.03,0.00,412.61,3851.03,2022-02-13,Corporate Account,Paid
476,18568,2024-02-02,2024-02-09,1738.07,0.00,186.22,1738.07,2024-02-05,Bank Transfer,Paid
477,15236,2024-12-25,2025-01-01,555.59,87.54,59.53,0.00,,Corporate Account,Pending
478,7980,2022-11-13,2022-11-20,5409.54,0.00,579.59,5409.54,2022-11-16,Cash,Paid
479,24243,2022-08-15,2022-08-22,1285.14,0.00,137.69,1285.14,2022-08-15,Cash,Paid
480,21250,2021-08-19,2021-08-26,2859.87,283.72,306.42,2859.87,2021-08-24,Credit Card,Paid
481,18643,2020-04-19,2020-04-26,1006.02,0.00,107.79,0.00,,Cash,Pending
482,13229,2023-12-24,2023-12-31,684.95,67.95,73.39,684.95,2023-12-27,Credit Card,Paid
483,6183,2024-07-28,2024-08-04,4742.56,0.00,508.13,4742.56,2024-07-28,Cash,Paid
484,16823,2024-11-08,2024-11-15,1037.56,0.00,111.17,1037.56,2024-11-08,Corporate Account,Paid
485,4201,2024-02-23,2024-03-01,1037.26,48.74,111.14,1037.26,2024-02-23,Corporate Account,Paid
486,17883,2023-07-28,2023-08-04,3959.10,0.00,424.19,3959.10,2023-07-30,Cash,Paid
487,24413,2025-03-08,2025-03-15,1998.15,0.00,214.09,1998.15,2025-03-13,Cash,Paid
488,7570,2025-12-10,2025-12-17,4214.33,198.04,451.54,4214.33,2025-12-11,Bank Transfer,Paid
489,5293,2022-09-06,2022-09-13,697.69,0.00,74.75,697.69,2022-09-10,Corporate Account,Paid
490,5001,2025-10-14,2025-10-21,2733.64,128.46,292.89,2733.64,2025-10-19,Credit Card,Paid
491,19593,2020-06-06,2020-06-13,577.55,0.00,61.88,577.55,2020-06-10,Corporate Account,Paid
492,13608,2021-06-08,2021-06-15,941.33,0.00,100.86,941.33,2021-06-11,Corporate Account,Paid
493,4191,2022-08-25,2022-09-01,1685.65,167.23,180.61,1685.65,2022-08-29,Credit Card,Paid
494,13808,2023-04-17,2023-04-24,2314.70,0.00,248.00,0.00,,Bank Transfer,Pending
495,13744,2022-05-25,2022-06-01,2742.75,0.00,293.87,2742.75,2022-05-25,Bank Transfer,Paid
496,9637,2023-10-28,2023-11-04,823.14,0.00,88.19,823.14,2023-11-02,Cash,Paid
497,14026,2024-10-26,2024-11-02,3488.59,346.09,373.78,3488.59,2024-10-29,Bank Transfer,Paid
498,9701,2020-02-02,2020-02-09,2428.76,114.13,260.22,2428.76,2020-02-04,Bank Transfer,Paid
499,3533,2025-12-25,2026-01-01,4739.66,0.00,507.82,4739.66,2025-12-25,Bank Transfer,Paid
500,7244,2024-04-17,2024-04-24,2618.88,0.00,280.59,2618.88,2024-04-20,Cash,Paid
501,8781,2023-11-27,2023-12-04,2371.18,0.00,254.05,2371.18,2023-11-28,Bank Transfer,Paid
502,2675,2024-10-17,2024-10-24,5167.24,0.00,553.63,5167.24,2024-10-19,Cash,Paid
503,10469,2021-05-25,2021-06-01,5220.21,0.00,559.31,5220.21,2021-05-27,Bank Transfer,Paid
504,5806,2021-04-25,2021-05-02,807.69,37.96,86.54,807.69,2021-04-29,Cash,Paid
505,23223,2023-12-02,2023-12-09,1542.52,0.00,165.27,0.00,,Corporate Account,Pending
506,11593,2025-11-12,2025-11-19,1734.17,0.00,185.80,0.00,,Bank Transfer,Pending
507,1946,2021-12-21,2021-12-28,992.15,46.62,106.30,992.15,2021-12-21,Credit Card,Paid
508,23816,2025-08-09,2025-08-16,1329.24,62.46,142.42,1329.24,2025-08-09,Corporate Account,Paid
509,3358,2025-11-27,2025-12-04,836.31,0.00,89.61,836.31,2025-11-30,Credit Card,Paid
510,23382,2021-12-18,2021-12-25,4130.09,0.00,442.51,4130.09,2021-12-23,Cash,Paid
511,6488,2025-02-23,2025-03-02,1982.88,0.00,212.45,1982.88,2025-02-27,Credit Card,Paid
512,4372,2022-12-16,2022-12-23,3165.17,0.00,339.13,3165.17,2022-12-17,Credit Card,Paid
513,16907,2023-08-07,2023-08-14,3610.45,0.00,386.83,3610.45,2023-08-10,Bank Transfer,Paid
514,23526,2020-08-18,2020-08-25,5023.80,0.00,538.26,5023.80,2020-08-23,Bank Transfer,Paid
515,4945,2025-07-21,2025-07-28,741.06,0.00,79.40,741.06,2025-07-25,Credit Card,Paid
516,14971,2022-07-24,2022-07-31,3658.12,0.00,391.94,3658.12,2022-07-29,Credit Card,Paid
517,21053,2020-10-16,2020-10-23,536.96,0.00,57.53,536.96,2020-10-19,Bank Transfer,Paid
518,20453,2023-04-12,2023-04-19,1587.92,0.00,170.13,0.00,,Bank Transfer,Pending
519,2664,2021-04-08,2021-04-15,1140.10,53.58,122.15,1140.10,2021-04-10,Bank Transfer,Paid
520,24145,2025-06-17,2025-06-24,1391.17,0.00,149.05,1391.17,2025-06-17,Cash,Paid
521,13693,2022-11-10,2022-11-17,2661.34,0.00,285.14,2661.34,2022-11-11,Credit Card,Paid
522,18281,2025-06-09,2025-06-16,3034.79,0.00,325.16,3034.79,2025-06-09,Cash,Paid
