GuestID,ServiceID,Rating,Comments,FeedbackDate
2015,12,5,Excellent service!,2024-06-28
1180,8,5,Excellent service!,2022-07-10
799,5,5,Outstanding experience!,2024-03-28
2257,15,4,Great hotel!,2021-07-08
774,15,3,Okay service,2024-06-12
811,13,4,Friendly staff,2023-01-31
2652,6,2,Below expectations,2024-10-29
2287,1,2,Needs improvement,2022-07-08
1243,4,4,Great hotel!,2021-02-09
1633,12,5,Highly recommend!,2020-06-01
2466,3,2,Below expectations,2022-07-29
407,8,4,Good value,2024-09-29
135,11,3,Could be better,2025-02-07
2295,8,1,Would not recommend,2024-08-11
2724,1,4,Friendly staff,2020-09-02
2961,12,3,Could be better,2022-02-08
393,7,5,Perfect stay!,2021-03-20
2914,9,5,Amazing staff!,2020-03-26
1365,11,1,Extremely disappointed,2022-03-26
395,1,4,Good value,2024-09-15
1255,6,5,Outstanding experience!,2022-11-27
2836,15,2,Below expectations,2020-08-09
2322,3,5,Amazing staff!,2024-03-21
2815,12,2,Disappointing,2020-02-27
1105,8,3,Could be better,2022-07-07
1975,12,5,Amazing staff!,2023-05-18
2593,1,5,Highly recommend!,2024-10-17
1333,10,4,Great hotel!,2024-12-29
1332,4,4,Very good service,2023-05-30
1794,4,3,Average stay,2022-01-02
1084,13,4,Great hotel!,2023-01-21
2846,7,5,Outstanding experience!,2021-12-20
2826,6,5,Excellent service!,2022-09-05
2831,13,4,Friendly staff,2023-07-21
910,11,4,Nice experience,2024-04-19
1877,6,5,Amazing staff!,2022-06-29
2740,12,5,Perfect stay!,2025-10-28
2613,3,5,Amazing staff!,2021-05-26
1162,6,4,Great hotel!,2022-10-10
2387,9,4,Good value,2020-12-12
2795,4,4,Good value,2020-08-21
2014,1,2,Not satisfied,2024-05-18
1599,9,3,Could be better,2020-08-12
2028,8,1,Terrible experience,2023-02-08
966,14,4,Friendly staff,2021-12-31
430,2,5,Highly recommend!,2025-12-05
2533,13,5,Amazing staff!,2020-01-31
1468,8,4,Friendly staff,2022-10-30
1431,1,5,Excellent service!,2023-05-02
2602,11,4,Very good service,2024-03-05
425,5,5,Perfect stay!,2024-08-03
2049,4,2,Disappointing,2020-08-15
2152,11,5,Amazing staff!,2024-11-27
1982,8,2,Poor service,2020-03-08
543,11,3,Okay service,2020-02-10
1449,5,3,Okay service,2021-03-22
236,5,3,Okay service,2020-11-03
1900,2,5,Perfect stay!,2022-08-31
1202,4,5,Outstanding experience!,2024-10-28
2178,13,3,Fair experience,2021-11-24
805,3,4,Good value,2021-04-26
556,15,5,Excellent service!,2022-09-16
545,3,5,Amazing staff!,2022-11-13
1267,10,4,Very good service,2021-07-07
399,11,3,Okay service,2023-02-21
1217,3,1,Would not recommend,2024-12-04
1343,15,5,Outstanding experience!,2020-12-05
1178,15,2,Below expectations,2024-11-22
2862,8,5,Outstanding experience!,2025-03-06
438,6,5,Excellent service!,2022-01-15
1065,6,4,Very good service,2023-03-24
1505,2,5,Excellent service!,2024-07-23
1985,12,5,Outstanding experience!,2022-08-04
732,13,1,Would not recommend,2021-05-02
2329,13,5,Outstanding experience!,2024-03-29
1072,6,4,Nice experience,2024-06-01
65,14,5,Perfect stay!,2025-12-30
1431,1,2,Needs improvement,2022-01-18
932,1,4,Good value,2020-02-20
807,4,4,Nice experience,2020-02-02
979,12,2,Not satisfied,2025-02-22
1423,2,5,Excellent service!,2024-09-02
1954,7,3,Decent hotel,2025-11-09
2827,12,5,Excellent service!,2024-06-01
1010,5,5,Perfect stay!,2022-07-09
732,5,5,Amazing staff!,2020-04-23
2134,10,4,Good value,2021-06-20
2294,14,4,Great hotel!,2025-11-08
12,11,3,Decent hotel,2021-08-02
2182,7,5,Amazing staff!,2021-12-26
2163,1,4,Great hotel!,2021-03-10
459,8,5,Perfect stay!,2021-09-21
398,13,5,Excellent service!,2020-01-09
2090,15,4,Good value,2025-06-23
805,3,4,Very good service,2023-03-07
938,4,1,Would not recommend,2020-07-20
2470,11,5,Amazing staff!,2022-07-12
256,14,4,Great hotel!,2023-03-15
207,6,4,Nice experience,2025-06-09
52,10,4,Very good service,2025-02-17
1912,2,4,Friendly staff,2024-03-28
1321,12,5,Perfect stay!,2021-11-14
1071,10,5,Excellent service!,2023-04-04
1949,13,5,Highly recommend!,2022-03-02
2624,10,3,Average stay,2025-04-28
339,1,2,Poor service,2025-02-11
1206,6,5,Outstanding experience!,2022-07-09
2637,9,2,Not satisfied,2020-05-06
2240,10,4,Nice experience,2025-09-01
2274,10,5,Perfect stay!,2021-03-14
694,3,5,Perfect stay!,2025-10-09
1995,2,2,Needs improvement,2020-04-16
2516,4,5,Perfect stay!,2024-11-01
2004,7,3,Okay service,2021-05-21
110,10,3,Okay service,2020-12-28
2307,6,3,Decent hotel,2022-02-25
657,9,5,Excellent service!,2021-01-09
434,6,5,Excellent service!,2025-04-24
360,15,5,Outstanding experience!,2021-11-19
2329,5,5,Excellent service!,2022-05-30
173,4,2,Not satisfied,2024-06-13
2834,14,1,Very poor,2021-02-12
1986,5,5,Highly recommend!,2023-12-15
321,13,3,Fair experience,2025-08-15
2719,13,3,Could be better,2024-08-03
1540,4,4,Nice experience,2024-11-20
2087,8,4,Very good service,2020-06-26
1486,8,2,Not satisfied,2023-08-31
243,1,5,Excellent service!,2020-02-16
2597,5,5,Excellent service!,2023-09-12
1736,14,2,Not satisfied,2021-03-18
1812,1,4,Great hotel!,2020-05-26
18,12,4,Great hotel!,2024-05-08
811,10,1,Terrible experience,2023-11-28
2536,15,2,Poor service,2024-06-13
64,15,5,Excellent service!,2025-04-19
1199,11,5,Excellent service!,2024-08-04
1300,10,2,Poor service,2023-07-04
2630,9,4,Friendly staff,2020-10-09
2640,6,5,Outstanding experience!,2021-04-18
88,11,3,Okay service,2021-08-16
350,8,5,Excellent service!,2025-01-12
855,6,4,Good value,2020-10-30
55,3,1,Would not recommend,2020-04-05
95,15,5,Highly recommend!,2025-11-10
1757,8,3,Average stay,2025-10-28
2163,5,4,Friendly staff,2024-09-18
116,11,1,Would not recommend,2021-05-21
276,13,2,Not satisfied,2024-09-18
2796,8,3,Fair experience,2021-11-11
2828,1,5,Highly recommend!,2022-05-11
2878,11,2,Needs improvement,2020-03-26
1569,3,4,Very good service,2025-07-07
1092,9,4,Great hotel!,2022-04-04
2465,4,4,Great hotel!,2023-09-16
2531,15,5,Excellent service!,2025-11-08
1661,7,3,Could be better,2021-03-11
1713,2,4,Great hotel!,2023-09-20
2005,5,5,Amazing staff!,2020-09-20
2166,4,2,Needs improvement,2022-01-10
2720,1,2,Disappointing,2025-12-14
1834,13,5,Amazing staff!,2023-03-11
2685,11,5,Outstanding experience!,2020-02-28
2584,14,3,Fair experience,2020-01-30
851,7,5,Excellent service!,2025-03-22
2171,10,4,Nice experience,2021-01-13
1923,6,4,Nice experience,2020-09-04
2784,13,4,Nice experience,2020-06-11
261,7,3,Could be better,2020-01-23
2223,2,1,Awful service,2021-03-21
242,11,5,Amazing staff!,2020-09-27
1268,5,4,Nice experience,2025-09-08
493,6,3,Fair experience,2020-07-01
2388,7,5,Perfect stay!,2023-03-17
1365,15,3,Fair experience,2021-06-03
1728,10,4,Friendly staff,2024-12-09
296,4,5,Amazing staff!,2021-07-09
2200,1,4,Friendly staff,2023-12-21
2585,8,4,Very good service,2021-04-01
441,7,3,Average stay,2025-05-21
1199,5,1,Terrible experience,2021-09-01
429,12,4,Great hotel!,2023-05-16
2331,4,5,Perfect stay!,2025-05-14
911,5,4,Good value,2021-08-16
479,15,2,Disappointing,2023-09-25
1640,13,4,Good value,2023-01-13
1560,14,5,Perfect stay!,2020-05-15
1574,3,5,Outstanding experience!,2024-05-09
2166,12,5,Outstanding experience!,2025-01-30
2887,12,4,Friendly staff,2020-09-06
300,3,3,Could be better,2024-09-08
2345,2,5,Perfect stay!,2020-03-02
711,8,4,Great hotel!,2023-12-15
2705,1,1,Awful service,2025-06-17
955,9,4,Nice experience,2025-07-29
2136,4,3,Average stay,2024-02-17
624,8,5,Highly recommend!,2021-09-03
927,2,1,Would not recommend,2023-01-29
2909,2,5,Amazing staff!,2025-02-28
1679,11,3,Average stay,2025-10-14
1887,12,4,Good value,2020-10-22
2651,3,5,Excellent service!,2020-03-24
2491,13,5,Outstanding experience!,2022-11-17
1094,9,1,Terrible experience,2024-06-28
1965,9,2,Disappointing,2024-12-09
2674,9,4,Nice experience,2024-08-12
1403,12,3,Could be better,2024-10-30
2550,2,4,Very good service,2023-01-07
1456,13,4,Good value,2023-06-12
712,11,5,Excellent service!,2020-07-31
1608,14,3,Decent hotel,2025-11-22
2193,3,5,Perfect stay!,2024-10-08
1717,14,4,Friendly staff,2023-05-18
2758,6,2,Poor service,2023-04-18
2000,8,5,Highly recommend!,2024-06-13
1464,8,3,Okay service,2021-04-22
621,9,4,Good value,2023-05-31
2889,15,1,Terrible experience,2024-03-27
1968,9,5,Highly recommend!,2023-11-07
2052,4,5,Excellent service!,2022-02-24
628,2,4,Friendly staff,2022-12-31
2948,2,4,Very good service,2022-09-23
242,8,3,Average stay,2025-11-12
1677,7,3,Okay service,2025-01-09
2427,9,4,Great hotel!,2023-09-11
32,2,4,Good value,2020-08-26
2120,14,4,Friendly staff,2025-01-18
1080,2,4,Great hotel!,2024-01-17
282,6,4,Good value,2020-10-20
1293,12,4,Nice experience,2022-05-17
2644,9,4,Great hotel!,2021-12-26
1453,2,5,Highly recommend!,2021-10-15
2852,2,5,Excellent service!,2020-09-08
2071,7,5,Excellent service!,2024-11-15
2897,10,5,Highly recommend!,2021-09-12
2594,8,3,Decent hotel,2021-03-17
1728,13,4,Good value,2021-03-28
815,5,3,Fair experience,2025-04-26
2564,14,2,Below expectations,2022-06-29
2897,4,4,Great hotel!,2021-02-12
1287,4,4,Friendly staff,2025-06-12
810,12,4,Great hotel!,2020-12-02
1949,1,5,Highly recommend!,2022-06-29
1129,7,4,Friendly staff,2022-12-13
622,2,5,Excellent service!,2022-09-14
987,6,5,Amazing staff!,2020-10-04
498,5,4,Friendly staff,2025-02-24
808,15,5,Perfect stay!,2023-02-14
1019,3,5,Outstanding experience!,2022-06-21
1812,13,4,Great hotel!,2022-11-30
992,4,4,Very good service,2021-12-17
2811,4,5,Perfect stay!,2024-04-06
31,1,4,Friendly staff,2022-08-04
486,10,2,Needs improvement,2021-03-29
2520,7,4,Good value,2024-10-11
1849,15,5,Perfect stay!,2024-09-29
109,7,3,Fair experience,2024-12-29
2152,9,4,Great hotel!,2020-12-04
2244,12,2,Not satisfied,2023-03-22
752,2,4,Great hotel!,2020-03-06
1744,13,4,Good value,2024-09-28
504,4,4,Nice experience,2021-08-05
918,4,5,Perfect stay!,2020-07-17
2535,5,3,Decent hotel,2024-03-11
413,3,4,Friendly staff,2020-10-25
2927,4,4,Nice experience,2023-02-04
2112,3,4,Good value,2023-11-03
1937,13,4,Great hotel!,2020-12-28
2525,3,4,Very good service,2020-11-21
433,14,3,Fair experience,2025-08-20
274,10,1,Awful service,2022-06-17
561,5,5,Amazing staff!,2023-01-10
604,3,4,Nice experience,2022-01-31
2602,5,4,Nice experience,2021-03-05
1690,7,2,Not satisfied,2024-04-13
314,15,4,Very good service,2023-12-26
186,13,4,Good value,2020-09-28
2583,5,4,Friendly staff,2025-02-13
2376,5,2,Poor service,2022-06-03
245,2,5,Perfect stay!,2023-08-26
1481,4,4,Friendly staff,2021-01-26
556,8,5,Excellent service!,2023-05-06
2383,5,4,Great hotel!,2020-02-13
324,9,4,Great hotel!,2022-03-08
889,5,2,Below expectations,2020-09-27
1294,5,5,Outstanding experience!,2022-12-28
672,9,5,Perfect stay!,2020-06-16
133,7,4,Nice experience,2020-04-19
1221,2,5,Highly recommend!,2024-06-14
2408,14,4,Very good service,2025-02-10
2062,12,3,Decent hotel,2021-11-04
2020,3,3,Fair experience,2022-01-12
1868,13,3,Decent hotel,2023-10-09
604,11,5,Excellent service!,2020-10-16
1881,4,4,Very good service,2023-10-06
1148,11,5,Excellent service!,2021-01-04
245,6,4,Great hotel!,2021-02-16
179,12,5,Outstanding experience!,2023-10-05
2301,4,3,Fair experience,2024-12-23
1560,4,4,Very good service,2023-04-14
2953,12,4,Friendly staff,2021-05-19
1059,15,4,Good value,2020-02-14
1158,8,4,Great hotel!,2020-10-04
2877,14,2,Below expectations,2023-01-13
147,13,4,Nice experience,2020-06-17
126,9,4,Friendly staff,2025-11-28
1423,12,2,Disappointing,2023-04-12
1665,15,5,Amazing staff!,2022-05-17
1287,6,4,Great hotel!,2024-12-29
2889,5,5,Highly recommend!,2020-08-11
2106,14,3,Fair experience,2025-04-26
201,15,1,Awful service,2021-05-19
1714,7,1,Awful service,2025-04-04
868,3,3,Decent hotel,2024-09-30
1921,4,3,Fair experience,2022-08-14
615,12,5,Outstanding experience!,2022-11-02
1296,9,4,Great hotel!,2021-09-07
1800,15,5,Amazing staff!,2023-02-16
1711,3,4,Good value,2020-08-23
1681,12,5,Outstanding experience!,2023-05-28
2876,13,4,Nice experience,2021-06-04
191,7,5,Highly recommend!,2025-11-14
2704,9,5,Excellent service!,2025-02-08
193,5,1,Extremely disappointed,2022-05-22
834,11,4,Friendly staff,2021-09-19
2767,12,5,Excellent service!,2023-03-21
2243,14,5,Perfect stay!,2021-09-28
246,4,2,Needs improvement,2022-05-31
693,2,4,Good value,2020-02-10
1839,14,1,Very poor,2022-03-12
696,11,4,Good value,2025-03-11
887,4,5,Perfect stay!,2020-05-06
521,13,4,Great hotel!,2024-07-04
1491,15,5,Perfect stay!,2024-07-05
1808,13,2,Needs improvement,2020-07-14
1233,3,5,Excellent service!,2023-05-03
76,2,5,Outstanding experience!,2020-05-19
106,13,3,Fair experience,2021-09-09
236,5,3,Fair experience,2020-04-13
1176,10,4,Good value,2020-05-03
2694,14,4,Friendly staff,2025-02-07
2989,12,3,Fair experience,2024-04-15
2325,8,4,Very good service,2024-11-12
2643,2,1,Extremely disappointed,2021-10-30
1330,5,4,Nice experience,2025-01-13
1595,2,3,Could be better,2021-02-03
247,11,3,Okay service,2020-10-17
829,9,4,Very good service,2021-07-10
2950,8,5,Highly recommend!,2022-02-15
1191,9,3,Could be better,2022-03-08
1555,8,3,Could be better,2023-05-14
39,5,4,Great hotel!,2023-06-04
2584,6,3,Could be better,2023-06-21
2392,10,5,Highly recommend!,2024-05-03
784,9,5,Perfect stay!,2022-03-14
720,2,4,Very good service,2021-04-29
1502,11,4,Great hotel!,2020-03-22
1832,7,5,Amazing staff!,2024-12-01
2907,7,2,Disappointing,2025-06-01
359,2,5,Excellent service!,2024-08-07
1318,3,4,Very good service,2025-01-06
1171,2,5,Perfect stay!,2022-05-13
407,4,5,Highly recommend!,2021-12-13
2415,15,5,Excellent service!,2024-01-26
2142,13,3,Could be better,2025-02-18
1002,1,5,Outstanding experience!,2022-11-24
1681,6,4,Very good service,2023-09-23
1149,2,4,Good value,2023-06-01
2173,9,2,Disappointing,2021-10-20
1283,13,4,Good value,2025-04-25
935,2,3,Okay service,2023-10-23
2623,2,5,Outstanding experience!,2024-03-19
800,6,2,Not satisfied,2023-07-08
841,3,3,Average stay,2020-05-09
2995,8,5,Outstanding experience!,2021-11-29
2945,7,3,Could be better,2025-04-19
1519,6,5,Amazing staff!,2025-10-24
599,2,1,Extremely disappointed,2023-10-11
678,8,5,Highly recommend!,2022-11-11
861,14,3,Average stay,2020-04-02
2366,1,4,Friendly staff,2020-06-17
2214,12,5,Amazing staff!,2025-01-26
1822,15,5,Highly recommend!,2020-06-05
1517,4,3,Decent hotel,2022-04-13
2455,5,4,Very good service,2023-08-20
1915,4,4,Nice experience,2022-09-20
2986,12,5,Outstanding experience!,2020-03-11
1585,15,4,Nice experience,2024-09-08
2863,3,2,Poor service,2021-09-28
1571,10,5,Highly recommend!,2022-11-04
2549,11,5,Excellent service!,2022-11-28
1041,2,3,Could be better,2025-10-11
398,2,5,Amazing staff!,2022-06-17
1970,3,4,Good value,2022-02-12
2015,13,4,Very good service,2021-04-13
1543,15,5,Outstanding experience!,2021-12-30
332,1,4,Good value,2024-08-04
2415,2,3,Could be better,2024-06-18
1539,4,3,Could be better,2020-11-12
56,8,3,Fair experience,2021-03-19
2899,4,2,Not satisfied,2025-09-16
224,9,2,Not satisfied,2025-05-13
1291,4,5,Amazing staff!,2021-05-21
838,5,5,Perfect stay!,2024-02-15
1166,5,4,Friendly staff,2020-08-27
10,15,4,Friendly staff,2025-11-09
1651,8,4,Great hotel!,2022-02-23
823,12,4,Great hotel!,2023-12-06
1036,9,2,Not satisfied,2020-10-11
278,8,5,Highly recommend!,2020-08-04
42,12,5,Excellent service!,2022-02-24
532,7,4,Great hotel!,2020-11-29
879,8,4,Nice experience,2024-08-01
323,13,3,Okay service,2023-04-15
1428,8,5,Highly recommend!,2022-02-08
258,8,5,Amazing staff!,2020-01-31
1973,8,4,Nice experience,2022-08-19
1085,14,4,Good value,2020-03-06
1562,4,3,Average stay,2025-01-28
1582,1,5,Highly recommend!,2021-06-08
2637,11,2,Poor service,2022-03-27
1597,3,3,Average stay,2024-03-31
2586,10,3,Decent hotel,2021-06-21
78,10,3,Average stay,2022-08-16
2834,7,5,Amazing staff!,2022-02-28
1843,11,4,Good value,2021-10-23
1435,8,4,Friendly staff,2020-12-25
2055,6,4,Friendly staff,2025-06-10
2789,5,4,Nice experience,2021-05-19
1171,12,4,Friendly staff,2021-02-05
1964,2,3,Decent hotel,2020-03-31
2226,14,5,Perfect stay!,2021-10-14
1428,8,4,Good value,2020-04-11
1682,8,1,Awful service,2024-06-16
748,9,3,Okay service,2023-01-20
1476,14,3,Decent hotel,2022-12-21
2995,4,5,Perfect stay!,2025-05-16
375,10,4,Friendly staff,2023-02-09
2338,10,4,Great hotel!,2022-10-11
2882,12,5,Outstanding experience!,2021-11-01
479,7,4,Great hotel!,2021-09-08
2508,2,1,Extremely disappointed,2024-05-31
2504,4,5,Perfect stay!,2020-01-09
2969,2,3,Fair experience,2024-05-05
140,11,5,Highly recommend!,2022-02-13
1279,6,5,Highly recommend!,2025-07-18
1729,3,5,Amazing staff!,2023-05-20
2412,15,2,Not satisfied,2025-04-28
2119,3,1,Very poor,2024-02-25
2716,9,4,Great hotel!,2025-12-26
2123,15,4,Nice experience,2022-09-10
2222,8,5,Perfect stay!,2025-09-04
879,6,2,Below expectations,2020-11-03
422,3,4,Friendly staff,2024-01-27
1487,5,3,Average stay,2022-05-11
1634,2,5,Perfect stay!,2021-06-19
1266,2,3,Okay service,2020-06-11
366,2,4,Nice experience,2022-05-06
2404,15,4,Good value,2023-04-29
1993,2,5,Excellent service!,2020-11-28
2961,15,5,Amazing staff!,2022-12-12
2224,8,5,Outstanding experience!,2024-10-31
612,7,5,Amazing staff!,2024-04-30
1572,14,2,Not satisfied,2025-08-27
2786,13,5,Excellent service!,2025-05-25
501,15,4,Great hotel!,2022-11-22
294,3,2,Below expectations,2020-07-26
1211,12,3,Decent hotel,2021-09-17
899,13,5,Outstanding experience!,2022-09-10
895,12,1,Would not recommend,2024-05-09
2031,4,4,Very good service,2021-08-04
144,4,5,Outstanding experience!,2022-11-11
1048,7,4,Friendly staff,2020-05-08
877,9,3,Decent hotel,2023-09-11
1147,1,4,Friendly staff,2024-02-17
2928,12,4,Nice experience,2020-07-14
2157,10,5,Outstanding experience!,2024-07-16
703,7,3,Fair experience,2024-03-14
1191,2,5,Amazing staff!,2022-03-21
2325,12,5,Amazing staff!,2025-03-18
2869,14,1,Very poor,2020-05-11
2069,9,4,Nice experience,2021-09-24
2491,1,4,Nice experience,2020-04-18
215,5,5,Excellent service!,2023-05-13
705,4,3,Decent hotel,2023-04-18
2707,5,5,Perfect stay!,2020-02-24
406,12,2,Disappointing,2022-11-04
2943,10,5,Excellent service!,2022-02-02
1009,8,5,Excellent service!,2020-08-03
1108,3,4,Friendly staff,2021-04-05
645,9,3,Fair experience,2022-01-03
2688,15,2,Needs improvement,2022-12-31
2899,12,2,Below expectations,2020-08-11
226,11,4,Nice experience,2025-08-21
588,10,3,Decent hotel,2025-11-02
1981,10,1,Awful service,2024-08-25
1578,8,1,Would not recommend,2023-05-21
16,15,3,Average stay,2020-04-09
596,2,3,Okay service,2022-07-04
2551,4,1,Very poor,2025-08-09
812,4,5,Perfect stay!,2025-06-17
991,15,3,Decent hotel,2022-10-05
679,1,5,Highly recommend!,2021-02-12
390,10,3,Okay service,2022-04-21
396,8,4,Nice experience,2022-02-07
2368,12,2,Below expectations,2020-05-26
1692,4,3,Okay service,2024-09-12
1114,11,4,Great hotel!,2025-12-22
2731,14,3,Fair experience,2020-09-18
1502,15,5,Perfect stay!,2023-11-19
535,5,2,Needs improvement,2021-12-08
1888,8,4,Good value,2020-01-03
1953,13,3,Decent hotel,2024-03-17
2793,12,5,Highly recommend!,2023-10-09
2262,8,3,Could be better,2020-05-19
1482,12,4,Very good service,2023-10-11
854,14,1,Very poor,2023-09-26
2188,13,4,Great hotel!,2023-06-07
2873,2,5,Excellent service!,2024-01-28
2099,10,2,Not satisfied,2020-12-29
2064,15,4,Friendly staff,2020-08-16
1142,2,5,Highly recommend!,2024-07-25
1032,3,5,Amazing staff!,2021-07-29
2899,11,2,Needs improvement,2020-04-19
1136,6,5,Outstanding experience!,2025-03-25
1360,3,4,Nice experience,2023-08-27
861,8,4,Very good service,2022-12-11
2947,8,4,Very good service,2024-02-28
940,4,4,Very good service,2021-10-13
2614,2,2,Not satisfied,2024-11-17
2837,14,3,Okay service,2021-03-18
2693,1,3,Okay service,2021-04-14
2815,12,3,Okay service,2023-09-23
997,11,5,Excellent service!,2024-11-15
275,10,2,Disappointing,2025-09-19
543,11,5,Excellent service!,2022-04-17
1680,4,4,Nice experience,2025-06-07
1857,8,4,Good value,2022-09-08
1699,1,4,Great hotel!,2024-03-03
2316,14,5,Outstanding experience!,2025-09-07
1071,9,3,Okay service,2022-07-31
2814,7,5,Outstanding experience!,2025-04-29
436,5,4,Great hotel!,2020-08-30
2529,14,5,Highly recommend!,2023-05-11
1585,8,4,Very good service,2024-03-02
2590,10,5,Outstanding experience!,2024-11-13
1540,9,1,Very poor,2020-04-03
162,2,5,Amazing staff!,2025-08-09
1578,4,5,Highly recommend!,2021-08-21
623,11,3,Okay service,2020-03-18
2158,1,5,Excellent service!,2025-04-25
1109,4,4,Nice experience,2020-11-11
2025,7,2,Poor service,2024-08-24
2679,9,4,Good value,2024-09-30
845,14,5,Perfect stay!,2020-04-21
2296,14,2,Disappointing,2021-06-21
686,10,5,Excellent service!,2025-03-16
1880,2,3,Average stay,2022-02-14
2065,3,5,Highly recommend!,2020-12-23
68,5,2,Below expectations,2021-10-28
2931,6,5,Amazing staff!,2024-02-23
1162,7,3,Average stay,2020-02-22
2077,1,4,Nice experience,2020-12-14
699,7,4,Great hotel!,2025-02-17
1011,15,5,Perfect stay!,2025-04-09
